timestamp,open,high,low,close,volume
1707811200,5.934999942779541,5.947999954223633,5.882999897003174,5.882999897003174,23449844
1707897600,5.888000011444092,5.951000213623047,5.885000228881836,5.914000034332275,18825264
1707984000,5.909999847412109,5.938000202178955,5.876999855041504,5.925000190734863,20577346
1708070400,5.932000160217285,5.945000171661377,5.843999862670898,5.874000072479248,25262486
1708329600,5.883999824523926,5.938000202178955,5.861000061035156,5.861000061035156,17975323
1708416000,5.879000186920166,5.934000015258789,5.853000164031982,5.9029998779296875,14798260
1708502400,5.9079999923706055,5.9679999351501465,5.883999824523926,5.956999778747559,17776620
1708588800,5.998000144958496,5.998000144958496,5.923999786376953,5.933000087738037,22183208
1708675200,5.927999973297119,5.9720001220703125,5.913000106811523,5.958000183105469,18553970
1708934400,5.97599983215332,5.97599983215332,5.875999927520752,5.875999927520752,21282741
1709020800,5.855999946594238,5.941999912261963,5.8420000076293945,5.940000057220459,26695527
1709107200,5.958000183105469,5.9629998207092285,5.8420000076293945,5.853000164031982,23089450
1709193600,5.870999813079834,5.922999858856201,5.861999988555908,5.882999897003174,34365424
1709280000,5.906000137329102,5.942999839782715,5.861000061035156,5.892000198364258,20367195
1709539200,5.938000202178955,5.938000202178955,5.870999813079834,5.9029998779296875,16167570
1709625600,5.925000190734863,6.041999816894531,5.901000022888184,6.038000106811523,31114754
1709712000,6.048999786376953,6.139999866485596,6.0329999923706055,6.10099983215332,29603690
1709798400,6.0920000076293945,6.183000087738037,6.083000183105469,6.138999938964844,22338378
1709884800,6.139999866485596,6.176000118255615,6.090000152587891,6.130000114440918,17626461
1710144000,6.179999828338623,6.216000080108643,6.131999969482422,6.156000137329102,22510530
1710230400,6.188000202178955,6.204999923706055,6.140999794006348,6.151000022888184,21977148
1710316800,6.158999919891357,6.248000144958496,6.146999835968018,6.209000110626221,26804930
1710403200,6.204999923706055,6.230000019073486,6.11299991607666,6.129000186920166,27233291
1710489600,6.139999866485596,6.195000171661377,6.119999885559082,6.13100004196167,57524208
1710748800,6.130000114440918,6.1570000648498535,6.043000221252441,6.073999881744385,18429360
1710835200,6.051000118255615,6.083000183105469,5.985000133514404,6.076000213623047,20227720
1710921600,6.090000152587891,6.133999824523926,6.070000171661377,6.103000164031982,16323582
1711008000,6.1519999504089355,6.166999816894531,6.065999984741211,6.070000171661377,22184930
1711094400,6.050000190734863,6.125,5.953000068664551,6.080999851226807,28638222
1711353600,6.065000057220459,6.0970001220703125,6.0370001792907715,6.066999912261963,25304367
1711440000,6.110000133514404,6.170000076293945,6.080999851226807,6.084000110626221,24348732
1711526400,6.079999923706055,6.168000221252441,6.053999900817871,6.168000221252441,25257327
1711612800,6.191999912261963,6.196000099182129,6.111999988555908,6.11899995803833,22307374
1712041200,6.105999946594238,6.109000205993652,5.98799991607666,5.98799991607666,33623982
1712127600,6.010000228881836,6.01800012588501,5.960999965667725,5.989999771118164,23339375
1712214000,6.000999927520752,6.074999809265137,5.99399995803833,6.046000003814697,23081776
1712300400,6.0,6.01800012588501,5.885000228881836,5.9070000648498535,34710415
1712559600,5.909999847412109,5.949999809265137,5.888000011444092,5.89900016784668,17522085
1712646000,5.889999866485596,5.928999900817871,5.795000076293945,5.824999809265137,32985032
1712732400,5.821000099182129,5.8379998207092285,5.664000034332275,5.698999881744385,50893347
1712818800,5.679999828338623,5.781000137329102,5.664000034332275,5.706999778747559,31693950
1712905200,5.764999866485596,5.916999816894531,5.75600004196167,5.873000144958496,35540931
1713164400,5.894000053405762,5.914999961853027,5.8480000495910645,5.8480000495910645,21320030
1713250800,5.800000190734863,5.873000144958496,5.775000095367432,5.794000148773193,23133261
1713337200,5.755000114440918,5.843999862670898,5.74399995803833,5.785999774932861,20437525
1713423600,5.808000087738037,5.885000228881836,5.797999858856201,5.872000217437744,25803935
1713510000,5.849999904632568,5.959000110626221,5.8379998207092285,5.954999923706055,29014874
1713769200,6.006999969482422,6.050000190734863,5.9070000648498535,6.048999786376953,28868421
1713855600,6.031000137329102,6.138999938964844,6.03000020980835,6.119999885559082,38175354
1713942000,6.13700008392334,6.150000095367432,6.052000045776367,6.0879998207092285,26634716
1714028400,6.111999988555908,6.111999988555908,5.9770002365112305,6.059999942779541,31086812
1714114800,6.107999801635742,6.136000156402588,6.060999870300293,6.130000114440918,28874887
1714374000,6.150000095367432,6.2220001220703125,6.139999866485596,6.199999809265137,35763087
1714460400,6.215000152587891,6.258999824523926,6.172999858856201,6.181000232696533,28035264
1714633200,6.199999809265137,6.296999931335449,6.197000026702881,6.242000102996826,33052369
1714719600,6.281000137329102,6.327000141143799,6.228000164031982,6.25,22061520
1714978800,6.2729997634887695,6.3480000495910645,6.256999969482422,6.324999809265137,22501932
1715065200,6.349999904632568,6.386000156402588,6.306000232696533,6.383999824523926,23347480
1715151600,6.388999938964844,6.460000038146973,6.38100004196167,6.446000099182129,26893997
1715238000,6.466000080108643,6.507999897003174,6.426000118255615,6.507999897003174,21769228
1715324400,6.565000057220459,6.760000228881836,6.519999980926514,6.755000114440918,93315456
1715583600,6.73799991607666,6.760000228881836,6.684999942779541,6.751999855041504,31291038
1715670000,6.739999771118164,6.7779998779296875,6.706999778747559,6.714000225067139,26755832
1715756400,6.7179999351501465,6.85699987411499,6.7179999351501465,6.8420000076293945,34473863
1715842800,6.8420000076293945,6.868000030517578,6.807000160217285,6.818999767303467,20333115
1715929200,6.814000129699707,6.840000152587891,6.751999855041504,6.800000190734863,27277305
1716188400,6.800000190734863,6.834000110626221,6.741000175476074,6.761000156402588,16661901
1716274800,6.7230000495910645,6.754000186920166,6.644000053405762,6.735000133514404,25287621
1716361200,6.698999881744385,6.701000213623047,6.611999988555908,6.673999786376953,26631523
1716447600,6.6620001792907715,6.666999816894531,6.556000232696533,6.605999946594238,29219407
1716534000,6.556000232696533,6.585999965667725,6.501999855041504,6.556000232696533,20965330
1716793200,6.550000190734863,6.660999774932861,6.534999847412109,6.660999774932861,14412460
1716879600,6.696000099182129,6.710000038146973,6.633999824523926,6.659999847412109,16074880
1716966000,6.611999988555908,6.639999866485596,6.561999797821045,6.570000171661377,20243478
1717052400,6.539999961853027,6.632999897003174,6.534999847412109,6.619999885559082,15178546
1717138800,6.625,6.656000137329102,6.579999923706055,6.656000137329102,33926053
1717398000,6.709000110626221,6.75,6.665999889373779,6.75,17292047
1717484400,6.75,6.800000190734863,6.7129998207092285,6.736000061035156,19606076
1717570800,6.760000228881836,6.888000011444092,6.760000228881836,6.813000202178955,36665760
1717657200,6.829999923706055,6.868000030517578,6.71999979019165,6.797999858856201,22269197
1717743600,6.880000114440918,6.880000114440918,6.6570000648498535,6.710000038146973,24813304
1718002800,6.635000228881836,6.684000015258789,6.610000133514404,6.678999900817871,17332817
1718089200,6.7170000076293945,6.738999843597412,6.505000114440918,6.567999839782715,22287205
1718175600,6.609000205993652,6.696000099182129,6.573999881744385,6.640999794006348,18850628
1718262000,6.616000175476074,6.64900016784668,6.550000190734863,6.553999900817871,19024237
1718348400,6.550000190734863,6.560999870300293,6.270999908447266,6.336999893188477,41216144
1718607600,6.380000114440918,6.381999969482422,6.254000186920166,6.318999767303467,18346758
1718694000,6.369999885559082,6.449999809265137,6.341000080108643,6.449999809265137,25130225
